name,sex,age,height,weight,bmi,country,year,season,team,sport,medal
Nataliya Aleksandrovna Vodopyanova,F,23.0,188.0,78.0,22.07,Russia,2004,Summer,Russia,Basketball,Bronze
Nataliya Aleksandrovna Vodopyanova,F,27.0,188.0,78.0,22.07,Russia,2008,Summer,Russia,Basketball,Bronze
Kristina Vogel,F,21.0,160.0,66.0,25.78,Germany,2012,Summer,Germany,Cycling,Gold
Kristina Vogel,F,25.0,160.0,66.0,25.78,Germany,2016,Summer,Germany,Cycling,Gold
Kristina Vogel,F,25.0,160.0,66.0,25.78,Germany,2016,Summer,Germany,Cycling,Bronze
"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,29.0,181.0,90.0,27.47,Netherlands,2004,Summer,Netherlands,Hockey,Silver
Carina Vogt,F,22.0,171.0,62.0,21.2,Germany,2014,Winter,Germany,Ski Jumping,Gold
Tom Vokoun,M,29.0,183.0,88.0,26.28,Czechia,2006,Winter,Czech Republic,Ice Hockey,Bronze
Jaroslav Volf,M,24.0,178.0,76.0,23.99,Czechia,2004,Summer,Czech Republic-1,Canoeing,Bronze
Jaroslav Volf,M,28.0,178.0,76.0,23.99,Czechia,2008,Summer,Czech Republic,Canoeing,Silver
Sabine Vlker,F,28.0,162.0,58.0,22.1,Germany,2002,Winter,Germany,Speed Skating,Bronze
Sabine Vlker,F,28.0,162.0,58.0,22.1,Germany,2002,Winter,Germany,Speed Skating,Silver
Sabine Vlker,F,28.0,162.0,58.0,22.1,Germany,2002,Winter,Germany,Speed Skating,Silver
Sabine Vlker,F,32.0,162.0,58.0,22.1,Germany,2006,Winter,Germany,Speed Skating,Gold
Aleksandr Aleksandrovich Volkov,M,23.0,210.0,90.0,20.41,Russia,2008,Summer,Russia,Volleyball,Bronze
Aleksandr Aleksandrovich Volkov,M,27.0,210.0,90.0,20.41,Russia,2012,Summer,Russia,Volleyball,Gold
Aleksey Anatolyevich Volkov,M,25.0,176.0,68.0,21.95,Russia,2014,Winter,Russia,Biathlon,Gold
Yekaterina Gennadyevna Volkova (-Mastrova),F,30.0,166.0,56.0,20.32,Russia,2008,Summer,Russia,Athletics,Bronze
Dana Whitney Vollmer (-Grant),F,16.0,185.0,68.0,19.87,United States of America,2004,Summer,United States,Swimming,Gold
Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,19.87,United States of America,2012,Summer,United States,Swimming,Gold
Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,19.87,United States of America,2012,Summer,United States,Swimming,Gold
Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,19.87,United States of America,2012,Summer,United States,Swimming,Gold
Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,19.87,United States of America,2016,Summer,United States,Swimming,Silver
Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,19.87,United States of America,2016,Summer,United States,Swimming,Bronze
Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,19.87,United States of America,2016,Summer,United States,Swimming,Gold
Lyubov Mikhaylovna Volosova,F,29.0,165.0,63.0,23.14,Russia,2012,Summer,Russia,Wrestling,Bronze
Tetiana Andrivna Volosozhar,F,27.0,159.0,44.0,17.4,Russia,2014,Winter,Russia-1,Figure Skating,Gold
Tetiana Andrivna Volosozhar,F,27.0,159.0,44.0,17.4,Russia,2014,Winter,Russia,Figure Skating,Gold
Bryan Daniel Volpenhein,M,27.0,191.0,102.0,27.96,United States of America,2004,Summer,United States,Rowing,Gold
Bryan Daniel Volpenhein,M,31.0,191.0,102.0,27.96,United States of America,2008,Summer,United States,Rowing,Bronze
Frank von Behren,M,27.0,198.0,97.0,24.74,Germany,2004,Summer,Germany,Handball,Silver
Igor Vori,M,23.0,202.0,111.0,27.2,Croatia,2004,Summer,Croatia,Handball,Gold
Igor Vori,M,31.0,202.0,111.0,27.2,Croatia,2012,Summer,Croatia,Handball,Bronze
Oleksandr Serhiyovych Vorobiov,M,23.0,158.0,55.0,22.03,Ukraine,2008,Summer,Ukraine,Gymnastics,Bronze
Nataliya Vitalyevna Vorobyova,F,21.0,174.0,69.0,22.79,Russia,2012,Summer,Russia,Wrestling,Gold
Nataliya Vitalyevna Vorobyova,F,25.0,174.0,69.0,22.79,Russia,2016,Summer,Russia,Wrestling,Silver
Olena Oleksandrivna Voronina,F,26.0,165.0,65.0,23.88,Ukraine,2016,Summer,Ukraine,Fencing,Silver
Yevgeny Sergeyevich Voronov,M,26.0,193.0,87.0,23.36,Russia,2012,Summer,Russia,Basketball,Bronze
"Zsuzsanna ""Zsuzsa"" Vrs",F,27.0,172.0,60.0,20.28,Hungary,2004,Summer,Hungary,Modern Pentathlon,Gold
Marianne Vos,F,21.0,169.0,59.0,20.66,Netherlands,2008,Summer,Netherlands,Cycling,Gold
Marianne Vos,F,25.0,169.0,59.0,20.66,Netherlands,2012,Summer,Netherlands,Cycling,Gold
Marjo Hannele Voutilainen,F,28.0,168.0,70.0,24.8,Finland,2010,Winter,Finland,Ice Hockey,Bronze
Aleksey Ivanovich Voyevoda,M,25.0,195.0,105.0,27.61,Russia,2006,Winter,Russia-1,Bobsleigh,Silver
Aleksey Ivanovich Voyevoda,M,29.0,195.0,105.0,27.61,Russia,2010,Winter,Russia-1,Bobsleigh,Bronze
Aleksey Ivanovich Voyevoda,M,33.0,195.0,105.0,27.61,Russia,2014,Winter,Russia-1,Bobsleigh,Gold
Aleksey Ivanovich Voyevoda,M,33.0,195.0,105.0,27.61,Russia,2014,Winter,Russia-1,Bobsleigh,Gold
Aleksey Nikolayevich Voyevodin,M,34.0,178.0,68.0,21.46,Russia,2004,Summer,Russia,Athletics,Bronze
Anastasiya Sergeyevna Voynova,F,23.0,162.0,62.0,23.62,Russia,2016,Summer,Russia,Cycling,Silver
Shannon Vreeland,F,20.0,188.0,79.0,22.35,United States of America,2012,Summer,United States,Swimming,Gold
"Jan Johannes ""Jur"" Vrieling",M,42.0,186.0,81.0,23.41,Netherlands,2012,Summer,Netherlands,Equestrianism,Silver
"Vladimir ""Vlada"" Vujasinovi",M,30.0,187.0,98.0,28.02,Serbia,2004,Summer,Serbia and Montenegro,Water Polo,Silver
"Vladimir ""Vlada"" Vujasinovi",M,34.0,187.0,98.0,28.02,Serbia,2008,Summer,Serbia,Water Polo,Bronze
Paola Vukojicic,F,29.0,164.0,58.0,21.56,Argentina,2004,Summer,Argentina,Hockey,Bronze
Paola Vukojicic,F,33.0,164.0,58.0,21.56,Argentina,2008,Summer,Argentina,Hockey,Bronze
Drago Vukovi,M,21.0,194.0,90.0,23.91,Croatia,2004,Summer,Croatia,Handball,Gold
Drago Vukovi,M,28.0,194.0,90.0,23.91,Croatia,2012,Summer,Croatia,Handball,Bronze
Arkady Arkadyevich Vyachanin,M,24.0,202.0,91.0,22.3,Russia,2008,Summer,Russia,Swimming,Bronze
Arkady Arkadyevich Vyachanin,M,24.0,202.0,91.0,22.3,Russia,2008,Summer,Russia,Swimming,Bronze
Anna Viktorovna Vyakhireva,F,21.0,168.0,63.0,22.32,Russia,2016,Summer,Russia,Handball,Gold
David Vborn,M,31.0,179.0,82.0,25.59,Czechia,2006,Winter,Czech Republic,Ice Hockey,Bronze
Maksim Mikhaylovich Vylegzhanin,M,31.0,174.0,68.0,22.46,Russia,2014,Winter,Russia,Cross Country Skiing,Silver
Maksim Mikhaylovich Vylegzhanin,M,31.0,174.0,68.0,22.46,Russia,2014,Winter,Russia,Cross Country Skiing,Silver
Maksim Mikhaylovich Vylegzhanin,M,31.0,174.0,68.0,22.46,Russia,2014,Winter,Russia,Cross Country Skiing,Silver
Svetlana Yuryevna Vysokova,F,33.0,170.0,67.0,23.18,Russia,2006,Winter,Russia,Speed Skating,Bronze
Kazuhiro Wada,M,32.0,182.0,90.0,27.17,Japan,2004,Summer,Japan,Baseball,Bronze
Tsuyoshi Wada,M,23.0,179.0,77.0,24.03,Japan,2004,Summer,Japan,Baseball,Bronze
"Dwyane Tyrone Wade, Jr.",M,22.0,193.0,96.0,25.77,United States of America,2004,Summer,United States,Basketball,Bronze
"Dwyane Tyrone Wade, Jr.",M,26.0,193.0,96.0,25.77,United States of America,2008,Summer,United States,Basketball,Gold
"Alyson Kay ""Aly"" Wagner (-Eyre)",F,24.0,165.0,59.0,21.67,United States of America,2004,Summer,United States,Football,Gold
"Alyson Kay ""Aly"" Wagner (-Eyre)",F,27.0,165.0,59.0,21.67,United States of America,2008,Summer,United States,Football,Gold
Ashley Elisabeth Wagner,F,22.0,160.0,52.0,20.31,United States of America,2014,Winter,United States,Figure Skating,Bronze
Katrin Wagner-Augustin,F,26.0,179.0,70.0,21.85,Germany,2004,Summer,Germany,Canoeing,Gold
Katrin Wagner-Augustin,F,30.0,179.0,70.0,21.85,Germany,2008,Summer,Germany,Canoeing,Bronze
Katrin Wagner-Augustin,F,30.0,179.0,70.0,21.85,Germany,2008,Summer,Germany,Canoeing,Gold
Katrin Wagner-Augustin,F,34.0,179.0,70.0,21.85,Germany,2012,Summer,Germany,Canoeing,Silver
Nina Waidacher,F,21.0,170.0,65.0,22.49,Switzerland,2014,Winter,Switzerland,Ice Hockey,Bronze
"Jennifer Dorothy June ""Jenn"" Wakefield",F,24.0,175.0,77.0,25.14,Canada,2014,Winter,Canada,Ice Hockey,Gold
Walace Souza Silva,M,21.0,188.0,75.0,21.22,Brazil,2016,Summer,Brazil,Football,Gold
Michael Walchhofer,M,30.0,192.0,100.0,27.13,Austria,2006,Winter,Austria,Alpine Skiing,Silver
"Donald J. ""Don"" Walchuk",M,38.0,180.0,79.0,24.38,Canada,2002,Winter,Canada,Curling,Silver
Peggy Waleska,F,24.0,180.0,69.0,21.3,Germany,2004,Summer,Germany,Rowing,Silver
Walewska Moreira de Oliveira,F,29.0,190.0,73.0,20.22,Brazil,2008,Summer,Brazil,Volleyball,Gold
Bianca Michaela Walkden,F,24.0,182.0,74.0,22.34,United Kingdom,2016,Summer,Great Britain,Taekwondo,Bronze
Kira Walkenhorst,F,25.0,184.0,75.0,22.15,Germany,2016,Summer,Germany-1,Beach Volleyball,Gold
Neil Scott Walker,M,28.0,195.0,90.0,23.67,United States of America,2004,Summer,United States,Swimming,Bronze
Neil Scott Walker,M,28.0,195.0,90.0,23.67,United States of America,2004,Summer,United States,Swimming,Gold
Sarah Walker,F,24.0,176.0,74.0,23.89,New Zealand,2012,Summer,New Zealand,Cycling,Silver
"Christopher James ""Chris"" Walker-Hebborn",M,26.0,184.0,84.0,24.81,United Kingdom,2016,Summer,Great Britain,Swimming,Silver
Lyndsay Wall,F,16.0,173.0,65.0,21.72,United States of America,2002,Winter,United States,Ice Hockey,Silver
Lyndsay Wall,F,20.0,173.0,65.0,21.72,United States of America,2006,Winter,United States,Ice Hockey,Bronze
Wallace Leandro de Souza,M,25.0,198.0,87.0,22.19,Brazil,2012,Summer,Brazil,Volleyball,Silver
Wallace Leandro de Souza,M,29.0,198.0,87.0,22.19,Brazil,2016,Summer,Brazil,Volleyball,Gold
"Daniel ""Dan"" Wallace",M,23.0,188.0,80.0,22.63,United Kingdom,2016,Summer,Great Britain,Swimming,Silver
"Kenneth Maxwell ""Ken"" Wallace",M,25.0,190.0,90.0,24.93,Australia,2008,Summer,Australia,Canoeing,Gold
"Kenneth Maxwell ""Ken"" Wallace",M,25.0,190.0,90.0,24.93,Australia,2008,Summer,Australia,Canoeing,Bronze
"Kenneth Maxwell ""Ken"" Wallace",M,33.0,190.0,90.0,24.93,Australia,2016,Summer,Australia,Canoeing,Bronze
Maria Magdalena Wallin-Forsberg,F,34.0,166.0,57.0,20.69,Sweden,2002,Winter,Sweden,Biathlon,Bronze
Maria Magdalena Wallin-Forsberg,F,34.0,166.0,57.0,20.69,Sweden,2002,Winter,Sweden,Biathlon,Bronze
Campbell Walsh,M,26.0,174.0,62.0,20.48,United Kingdom,2004,Summer,Great Britain,Canoeing,Silver
Daniel Walsh,M,29.0,201.0,100.0,24.75,United States of America,2008,Summer,United States,Rowing,Bronze
"Tomas ""Tom"" Walsh",M,24.0,185.0,120.0,35.06,New Zealand,2016,Summer,New Zealand,Athletics,Bronze
Kerri Lee Walsh Jennings,F,25.0,191.0,73.0,20.01,United States of America,2004,Summer,United States-1,Beach Volleyball,Gold
Kerri Lee Walsh Jennings,F,29.0,191.0,73.0,20.01,United States of America,2008,Summer,United States-1,Beach Volleyball,Gold
Kerri Lee Walsh Jennings,F,33.0,191.0,73.0,20.01,United States of America,2012,Summer,United States-1,Beach Volleyball,Gold
Kerri Lee Walsh Jennings,F,37.0,191.0,73.0,20.01,United States of America,2016,Summer,United States-1,Beach Volleyball,Bronze
Louisa Walter (-Keller),F,25.0,170.0,66.0,22.84,Germany,2004,Summer,Germany,Hockey,Gold
"David ""Dave"" Walters",M,20.0,191.0,86.0,23.57,United States of America,2008,Summer,United States,Swimming,Gold
Sally Ellen Walton,F,31.0,180.0,68.0,20.99,United Kingdom,2012,Summer,Great Britain,Hockey,Bronze
Marcus Cooper Walz,M,21.0,184.0,82.0,24.22,Spain,2016,Summer,Spain,Canoeing,Gold
"Mary Abigail ""Abby"" Wambach",F,24.0,180.0,81.0,25.0,United States of America,2004,Summer,United States,Football,Gold
"Mary Abigail ""Abby"" Wambach",F,32.0,180.0,81.0,25.0,United States of America,2012,Summer,United States,Football,Gold
Wang Beixing,F,24.0,174.0,66.0,21.8,China,2010,Winter,China,Speed Skating,Bronze
Wang Bingyu,F,25.0,164.0,65.0,24.17,China,2010,Winter,China,Curling,Bronze
Wang Chengyi,F,21.0,157.0,50.0,20.28,China,2004,Summer,China,Shooting,Bronze
Wang Chunlu,F,23.0,169.0,60.0,21.01,China,2002,Winter,China,Short Track Speed Skating,Bronze
Wang Chunlu,F,23.0,169.0,60.0,21.01,China,2002,Winter,China,Short Track Speed Skating,Silver
Wang Feng,M,29.0,170.0,67.0,23.18,China,2008,Summer,China,Diving,Gold
Wang Gi-Chun,M,19.0,171.0,73.0,24.96,South Korea,2008,Summer,South Korea,Judo,Silver
Wang Haibin,M,30.0,185.0,83.0,24.25,China,2004,Summer,China,Fencing,Silver
Wang Hao,M,20.0,175.0,78.0,25.47,China,2004,Summer,China,Table Tennis,Silver
Wang Hao,M,24.0,175.0,78.0,25.47,China,2008,Summer,China,Table Tennis,Silver
Wang Hao,M,24.0,175.0,78.0,25.47,China,2008,Summer,China,Table Tennis,Gold
Wang Hao,M,28.0,175.0,78.0,25.47,China,2012,Summer,China,Table Tennis,Silver
Wang Hao,M,28.0,175.0,78.0,25.47,China,2012,Summer,China,Table Tennis,Gold
Wang Hao,F,19.0,156.0,50.0,20.55,China,2012,Summer,China,Diving,Gold
Wang Jiao,F,20.0,177.0,72.0,22.98,China,2008,Summer,China,Wrestling,Gold
Wang Jie,F,24.0,187.0,72.0,20.59,China,2008,Summer,China-1,Beach Volleyball,Silver
Wang Lei,M,23.0,190.0,108.0,29.92,China,2004,Summer,China,Fencing,Silver
Wang Lina,F,26.0,181.0,75.0,22.89,China,2004,Summer,China,Volleyball,Gold
Wang Liqin,M,26.0,192.0,85.0,23.06,China,2004,Summer,China,Table Tennis,Bronze
Wang Liqin,M,30.0,192.0,85.0,23.06,China,2008,Summer,China,Table Tennis,Bronze
Wang Liqin,M,30.0,192.0,85.0,23.06,China,2008,Summer,China,Table Tennis,Gold
Wang Manli,F,32.0,167.0,67.0,24.02,China,2006,Winter,China,Speed Skating,Silver
Wang Meng,F,20.0,167.0,60.0,21.51,China,2006,Winter,China,Short Track Speed Skating,Gold
Wang Meng,F,20.0,167.0,60.0,21.51,China,2006,Winter,China,Short Track Speed Skating,Silver
Wang Meng,F,20.0,167.0,60.0,21.51,China,2006,Winter,China,Short Track Speed Skating,Bronze
Wang Meng,F,24.0,167.0,60.0,21.51,China,2010,Winter,China,Short Track Speed Skating,Gold
Wang Meng,F,24.0,167.0,60.0,21.51,China,2010,Winter,China,Short Track Speed Skating,Gold
Wang Meng,F,24.0,167.0,60.0,21.51,China,2010,Winter,China,Short Track Speed Skating,Gold
Wang Mingjuan,F,26.0,150.0,48.0,21.33,China,2012,Summer,China,Weightlifting,Gold
Wang Na,F,24.0,172.0,58.0,19.61,China,2008,Summer,China,Synchronized Swimming,Bronze
Wang Nan,F,25.0,166.0,60.0,21.77,China,2004,Summer,China-1,Table Tennis,Gold
Wang Nan,F,29.0,166.0,60.0,21.77,China,2008,Summer,China,Table Tennis,Silver
Wang Nan,F,29.0,166.0,60.0,21.77,China,2008,Summer,China,Table Tennis,Gold
Wang Shun,M,22.0,191.0,74.0,20.28,China,2016,Summer,China,Swimming,Bronze
Wang Xin (Ruoxue-),F,15.0,137.0,28.0,14.92,China,2008,Summer,China,Diving,Bronze
Wang Xin (Ruoxue-),F,15.0,137.0,28.0,14.92,China,2008,Summer,China,Diving,Gold
Wang Xu,F,18.0,170.0,75.0,25.95,China,2004,Summer,China,Wrestling,Gold
Wang Yan,F,16.0,140.0,33.0,16.84,China,2016,Summer,China,Gymnastics,Bronze
Wang Yifu,M,43.0,174.0,85.0,28.08,China,2004,Summer,China,Shooting,Gold
Wang Yihan,F,24.0,178.0,65.0,20.52,China,2012,Summer,China,Badminton,Silver
Wang Yimei,F,20.0,190.0,90.0,24.93,China,2008,Summer,China,Volleyball,Bronze
Wang Zhen,M,20.0,180.0,62.0,19.14,China,2012,Summer,China,Athletics,Bronze
Wang Zhen,M,24.0,180.0,62.0,19.14,China,2016,Summer,China,Athletics,Gold
Wang Zheng,M,25.0,183.0,70.0,20.9,China,2004,Summer,China,Shooting,Bronze
Wang Zhiwei,M,24.0,178.0,77.0,24.3,China,2012,Summer,China,Shooting,Bronze
Andreas Wank,M,21.0,189.0,72.0,20.16,Germany,2010,Winter,Germany,Ski Jumping,Silver
Andreas Wank,M,25.0,189.0,72.0,20.16,Germany,2014,Winter,Germany,Ski Jumping,Gold
Andre Ward,M,20.0,185.0,80.0,23.37,United States of America,2004,Summer,United States,Boxing,Gold
"Rebecca Claire ""Becca"" Ward",F,18.0,170.0,61.0,21.11,United States of America,2008,Summer,United States,Fencing,Bronze
"Rebecca Claire ""Becca"" Ward",F,18.0,170.0,61.0,21.11,United States of America,2008,Summer,United States,Fencing,Bronze
Catherine Ward,F,22.0,168.0,67.0,23.74,Canada,2010,Winter,Canada,Ice Hockey,Gold
Catherine Ward,F,26.0,168.0,67.0,23.74,Canada,2014,Winter,Canada,Ice Hockey,Gold
McLain Ward,M,28.0,176.0,70.0,22.6,United States of America,2004,Summer,United States,Equestrianism,Gold
McLain Ward,M,32.0,176.0,70.0,22.6,United States of America,2008,Summer,United States,Equestrianism,Gold
McLain Ward,M,40.0,176.0,70.0,22.6,United States of America,2016,Summer,United States,Equestrianism,Silver
Natalie Anne Ward,F,28.0,168.0,64.0,22.68,Australia,2004,Summer,Australia,Softball,Silver
Natalie Anne Ward,F,32.0,168.0,64.0,22.68,Australia,2008,Summer,Australia,Softball,Bronze
Jeremy Matthew Wariner,M,20.0,188.0,71.0,20.09,United States of America,2004,Summer,United States,Athletics,Gold
Jeremy Matthew Wariner,M,20.0,188.0,71.0,20.09,United States of America,2004,Summer,United States,Athletics,Gold
Jeremy Matthew Wariner,M,24.0,188.0,71.0,20.09,United States of America,2008,Summer,United States,Athletics,Silver
Jeremy Matthew Wariner,M,24.0,188.0,71.0,20.09,United States of America,2008,Summer,United States,Athletics,Gold
Damian Warner,M,26.0,185.0,83.0,24.25,Canada,2016,Summer,Canada,Athletics,Bronze
Jonas Warrer,M,29.0,181.0,77.0,23.5,Denmark,2008,Summer,Denmark,Sailing,Gold
Justin Warsylewicz,M,20.0,175.0,73.0,23.84,Canada,2006,Winter,Canada,Speed Skating,Silver
Conny Wamuth,F,25.0,167.0,64.0,22.95,Germany,2008,Summer,Germany,Canoeing,Gold
Akito Watabe,M,25.0,173.0,60.0,20.05,Japan,2014,Winter,Japan,Nordic Combined,Silver
Natasha Watcham-Roy,F,24.0,170.0,67.0,23.18,Canada,2016,Summer,Canada,Rugby Sevens,Bronze
Tara Leigh-Anne Watchorn,F,23.0,178.0,76.0,23.99,Canada,2014,Winter,Canada,Ice Hockey,Gold
Peter Graham Waterfield,M,23.0,167.0,65.0,23.31,United Kingdom,2004,Summer,Great Britain,Diving,Silver
Jason Waterhouse,M,24.0,185.0,75.0,21.91,Australia,2016,Summer,Australia,Sailing,Silver
Natasha Watley,F,22.0,175.0,78.0,25.47,United States of America,2004,Summer,United States,Softball,Gold
Natasha Watley,F,26.0,175.0,78.0,25.47,United States of America,2008,Summer,United States,Softball,Silver
Marcus China Watson,M,25.0,177.0,88.0,28.09,United Kingdom,2016,Summer,Great Britain,Rugby Sevens,Silver
"Mitchell ""Mitch"" Watt",M,24.0,184.0,83.0,24.52,Australia,2012,Summer,Australia,Athletics,Silver
Stanislas Wawrinka,M,23.0,183.0,79.0,23.59,Switzerland,2008,Summer,Switzerland,Tennis,Gold
Casey McGhee Weathers,M,23.0,185.0,99.0,28.93,United States of America,2008,Summer,United States,Baseball,Bronze
"Katherine Marie ""Katie"" Weatherston",F,22.0,163.0,66.0,24.84,Canada,2006,Winter,Canada,Ice Hockey,Gold
Hollie Webb,F,25.0,165.0,65.0,23.88,United Kingdom,2016,Summer,Great Britain,Hockey,Gold
Sarah Kathleen Webb (-Gosling),F,27.0,176.0,68.0,21.95,United Kingdom,2004,Summer,Great Britain,Sailing,Gold
Sarah Kathleen Webb (-Gosling),F,31.0,176.0,68.0,21.95,United Kingdom,2008,Summer,Great Britain,Sailing,Gold
Franziska Weber,F,23.0,176.0,70.0,22.6,Germany,2012,Summer,Germany,Canoeing,Gold
Franziska Weber,F,23.0,176.0,70.0,22.6,Germany,2012,Summer,Germany,Canoeing,Silver
Franziska Weber,F,27.0,176.0,70.0,22.6,Germany,2016,Summer,Germany,Canoeing,Silver
Franziska Weber,F,27.0,176.0,70.0,22.6,Germany,2016,Summer,Germany,Canoeing,Silver
Shea Michael Weber,M,24.0,193.0,104.0,27.92,Canada,2010,Winter,Canada,Ice Hockey,Gold
Shea Michael Weber,M,28.0,193.0,104.0,27.92,Canada,2014,Winter,Canada,Ice Hockey,Gold
Garrett Weber-Gale,M,23.0,188.0,82.0,23.2,United States of America,2008,Summer,United States,Swimming,Gold
Garrett Weber-Gale,M,23.0,188.0,82.0,23.2,United States of America,2008,Summer,United States,Swimming,Gold
"Rowena ""Rowie"" Webster",F,24.0,178.0,80.0,25.25,Australia,2012,Summer,Australia,Water Polo,Bronze
Sam Webster,M,25.0,183.0,80.0,23.89,New Zealand,2016,Summer,New Zealand,Cycling,Silver
Ferry Weertman,M,24.0,189.0,86.0,24.08,Netherlands,2016,Summer,Netherlands,Swimming,Gold
Froukje Wegman,F,25.0,177.0,70.0,22.34,Netherlands,2004,Summer,Netherlands,Rowing,Bronze
Wei Ning,F,22.0,167.0,60.0,21.51,China,2004,Summer,China,Shooting,Silver
Wei Ning,F,29.0,167.0,60.0,21.51,China,2012,Summer,China,Shooting,Silver
Wei Qiuyue,F,19.0,182.0,65.0,19.62,China,2008,Summer,China,Volleyball,Bronze
Wei Qiuyue,F,27.0,182.0,65.0,19.62,China,2016,Summer,China,Volleyball,Gold
Wei Yili,F,26.0,175.0,68.0,22.2,China,2008,Summer,China-2,Badminton,Bronze
Andrew Weibrecht,M,24.0,170.0,86.0,29.76,United States of America,2010,Winter,United States,Alpine Skiing,Bronze
Andrew Weibrecht,M,27.0,170.0,86.0,29.76,United States of America,2014,Winter,United States,Alpine Skiing,Silver
"Douglas Daniel ""Doug"" Weight",M,31.0,180.0,91.0,28.09,United States of America,2002,Winter,United States,Ice Hockey,Silver
Kerry Pauline Weiland,F,29.0,163.0,62.0,23.34,United States of America,2010,Winter,United States,Ice Hockey,Silver
Richard Weinberger,M,22.0,184.0,72.0,21.27,Canada,2012,Summer,Canada,Swimming,Bronze
"Johannes-Maximilian ""Max"" Weinhold",M,26.0,196.0,100.0,26.03,Germany,2008,Summer,Germany,Hockey,Gold
"Johannes-Maximilian ""Max"" Weinhold",M,30.0,196.0,100.0,26.03,Germany,2012,Summer,Germany,Hockey,Gold
Steffen Weinhold,M,30.0,191.0,94.0,25.77,Germany,2016,Summer,Germany,Handball,Bronze
Amanda Jo Weir (-Davis),F,18.0,188.0,77.0,21.79,United States of America,2004,Summer,United States,Swimming,Silver
Amanda Jo Weir (-Davis),F,18.0,188.0,77.0,21.79,United States of America,2004,Summer,United States,Swimming,Silver
Amanda Jo Weir (-Davis),F,26.0,188.0,77.0,21.79,United States of America,2012,Summer,United States,Swimming,Bronze
Amanda Jo Weir (-Davis),F,30.0,188.0,77.0,21.79,United States of America,2016,Summer,United States,Swimming,Silver
Tibor Weienborn,M,23.0,175.0,70.0,22.86,Germany,2004,Summer,Germany,Hockey,Bronze
Tibor Weienborn,M,27.0,175.0,70.0,22.86,Germany,2008,Summer,Germany,Hockey,Gold
Gerda Weissensteiner,F,37.0,166.0,63.0,22.86,Italy,2006,Winter,Italy-1,Bobsleigh,Bronze
Abbey Weitzeil,F,19.0,178.0,68.0,21.46,United States of America,2016,Summer,United States,Swimming,Silver
Abbey Weitzeil,F,19.0,178.0,68.0,21.46,United States of America,2016,Summer,United States,Swimming,Gold
Stuart Welch,M,26.0,195.0,86.0,22.62,Australia,2004,Summer,Australia,Rowing,Bronze
Niklas Wellen,M,21.0,185.0,77.0,22.5,Germany,2016,Summer,Germany,Hockey,Bronze
Andreas Wellinger,M,18.0,183.0,65.0,19.41,Germany,2014,Winter,Germany,Ski Jumping,Gold
Kellie Wells,F,30.0,163.0,57.0,21.45,United States of America,2012,Summer,United States,Athletics,Bronze
"Matthew Wayne ""Matt"" Wells",M,26.0,184.0,77.0,22.74,Australia,2004,Summer,Australia,Hockey,Gold
"Matthew Wayne ""Matt"" Wells",M,30.0,184.0,77.0,22.74,Australia,2008,Summer,Australia,Hockey,Bronze
"Matthew Ward ""Matt"" Wells",M,28.0,190.0,93.0,25.76,United Kingdom,2008,Summer,Great Britain,Rowing,Bronze
Andreas Wels,M,29.0,181.0,74.0,22.59,Germany,2004,Summer,Germany,Diving,Silver
Sam Welsford,M,20.0,179.0,82.0,25.59,Australia,2016,Summer,Australia,Cycling,Silver
